auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date,total_amount_accepted,bond
297,0.0,2016-04-01,0.0,0.0,3000000,13.9938,Venda,2015-06-03,2694097383.7,LTN 12 meses,3000000,LTN,0,2015-06-05,2694097383.7,LTN 2016-04
309,207348740.47,2019-01-01,0.0,320796.0,3500000,13.146,Venda,2015-06-11,2262249503.4,LTN 48 meses,3500000,LTN,0,2015-06-12,2469598243.87,LTN 2019-01
309,0.0,2017-07-01,0.0,0.0,1500000,13.653,Venda,2015-06-11,1154357803.15,LTN 24 meses,1500000,LTN,0,2015-06-12,1154357803.15,LTN 2017-07
309,505220685.38,2015-10-01,0.0,526194.0,5000000,14.0518,Venda,2015-06-11,4800707395.33,LTN 06 meses,5000000,LTN,0,2015-06-12,5305928080.71,LTN 2015-10
310,131587022.31,2025-01-01,0.0,145459.0,1000000,12.7,Venda,2015-06-11,904633074.28,NTN-F 10 anos,1000000,NTN-F,0,2015-06-12,1036220096.59,NTN-F 2025-01
310,140926406.84,2021-01-01,0.0,150000.0,2000000,12.8449,Venda,2015-06-11,1879018758.64,NTN-F 07 anos,2000000,NTN-F,0,2015-06-12,2019945165.48,NTN-F 2021-01
315,0.0,2055-05-15,0.0,0.0,51000,5.91,Venda,2015-06-16,138087744.22,NTN-B 40 anos,300000,NTN-B,0,2015-06-17,138087744.22,NTN-B 2055-05
315,15087618.45,2035-05-15,0.0,5682.0,126050,6.05,Venda,2015-06-16,334705087.52,NTN-B 20 anos,300000,NTN-B,0,2015-06-17,349792705.97,NTN-B 2035-05
315,505521313.63,2019-05-15,0.0,193973.0,1284700,6.6999,Venda,2015-06-16,3348111498.37,NTN-B 05 anos,2000000,NTN-B,0,2015-06-17,3853632812.0,NTN-B 2019-05
315,265807223.17,2023-05-15,0.0,101979.0,715300,6.39,Venda,2015-06-16,1864422153.18,NTN-B 10 anos,2000000,NTN-B,0,2015-06-17,2130229376.35,NTN-B 2023-05
322,0.0,2017-07-01,0.0,0.0,1500000,13.6529,Venda,2015-06-18,1157237372.01,LTN 24 meses,1500000,LTN,0,2015-06-19,1157237372.01,LTN 2017-07
322,0.0,2019-01-01,0.0,0.0,6500000,13.1044,Venda,2015-06-18,4216600334.3,LTN 48 meses,6500000,LTN,0,2015-06-19,4216600334.3,LTN 2019-01
322,31525135.63,2016-04-01,0.0,35000.0,5000000,14.3248,Venda,2015-06-18,4503590804.55,LTN 12 meses,5000000,LTN,0,2015-06-19,4535115940.18,LTN 2016-04
329,0.0,2015-10-01,0.0,0.0,493300,13.709,Troca,2015-06-24,492295065.52,LTN 06 meses,3000000,LTN,0,2015-06-25,492295065.52,LTN 2015-10
329,0.0,2015-07-01,0.0,0.0,493300,13.709,Compra,2015-06-24,492293352.81,,3000000,LTN,0,2015-06-25,492293352.81,LTN 2015-07
335,0.0,2017-07-01,0.0,0.0,2500000,13.7399,Venda,2015-06-25,1930746004.13,LTN 24 meses,2500000,LTN,0,2015-06-26,1930746004.13,LTN 2017-07
335,0.0,2019-01-01,0.0,0.0,6000000,13.1198,Venda,2015-06-25,3900009185.04,LTN 48 meses,6000000,LTN,0,2015-06-26,3900009185.04,LTN 2019-01
333,0.0,2023-01-01,0.0,0.0,0,0.0,Compra,2015-06-25,0.0,,150000,NTN-F,0,2015-06-26,0.0,NTN-F 2023-01
336,0.0,2021-01-01,0.0,0.0,3000000,12.84,Venda,2015-06-25,2832432045.08,NTN-F 07 anos,3000000,NTN-F,0,2015-06-26,2832432045.08,NTN-F 2021-01
336,0.0,2025-01-01,0.0,0.0,1000000,12.6637,Venda,2015-06-25,910465604.55,NTN-F 10 anos,1000000,NTN-F,0,2015-06-26,910465604.55,NTN-F 2025-01
335,41701337.32,2015-10-01,0.0,43210.0,3000000,14.0799,Venda,2015-06-25,2895256004.36,LTN 06 meses,3000000,LTN,0,2015-06-26,2936957341.6800003,LTN 2015-10
341,36796074.99,2055-05-15,0.0,13869.0,132650,6.09,Venda,2015-06-30,351935925.31,NTN-B 40 anos,300000,NTN-B,0,2015-07-01,388732000.3,NTN-B 2055-05
341,10214238.47,2035-05-15,0.0,3870.0,31400,6.16,Venda,2015-06-30,82875216.57,NTN-B 20 anos,300000,NTN-B,0,2015-07-01,93089455.04,NTN-B 2035-05
341,2272501.71,2023-05-15,0.0,870.0,288800,6.46,Venda,2015-06-30,754366085.11,NTN-B 10 anos,1000000,NTN-B,0,2015-07-01,756638586.82,NTN-B 2023-05
341,1979636.5,2019-05-15,0.0,755.0,445200,6.71,Venda,2015-06-30,1167330033.12,NTN-B 05 anos,1000000,NTN-B,0,2015-07-01,1169309669.62,NTN-B 2019-05
353,857787946.0,2016-04-01,0.0,947032.0,5000000,14.275,Venda,2015-07-02,4528822396.02,LTN 06 meses,5000000,LTN,0,2015-07-03,5386610342.02,LTN 2016-04
354,0.0,2021-09-01,0.0,0.0,1500000,-0.008,Venda,2015-07-02,10408996239.0,LFT 6 anos,1500000,LFT,0,2015-07-03,10408996239.0,LFT 2021-09
353,212559367.23,2017-10-01,5051351595.8,281934.0,1500000,13.4329,Venda,2015-07-02,1130899610.63,LTN 24 meses,1500000,LTN,6700000,2015-07-03,1343458977.86,LTN 2017-10
353,182979308.06,2019-07-01,5005360850.4,296109.0,1500000,12.9189,Venda,2015-07-02,926918676.48,LTN 48 meses,1500000,LTN,8100000,2015-07-03,1109897984.54,LTN 2019-07
365,0.0,2016-10-01,0.0,0.0,2000000,13.9279,Venda,2015-07-08,1702886707.15,LTN 12 meses,2000000,LTN,0,2015-07-09,1702886707.15,LTN 2016-10
365,0.0,2017-10-01,0.0,0.0,1500000,13.2194,Venda,2015-07-08,1137889731.13,LTN 24 meses,1500000,LTN,0,2015-07-09,1137889731.13,LTN 2017-10
366,0.0,2021-01-01,0.0,0.0,1500000,12.699,Venda,2015-07-08,1356381575.53,NTN-F 07 anos,1500000,NTN-F,0,2015-07-09,1356381575.53,NTN-F 2021-01
365,0.0,2019-07-01,0.0,0.0,1500000,12.7997,Venda,2015-07-08,932563432.92,LTN 48 meses,1500000,LTN,0,2015-07-09,932563432.92,LTN 2019-07
366,0.0,2025-01-01,0.0,0.0,1000000,12.579,Venda,2015-07-08,869144100.0,NTN-F 10 anos,1000000,NTN-F,0,2015-07-09,869144100.0,NTN-F 2025-01
371,0.0,2055-05-15,0.0,0.0,95850,6.23,Venda,2015-07-14,250714689.42,NTN-B 40 anos,300000,NTN-B,0,2015-07-15,250714689.42,NTN-B 2055-05
371,0.0,2035-05-15,0.0,0.0,46550,6.32,Venda,2015-07-14,121446480.87,NTN-B 20 anos,300000,NTN-B,0,2015-07-15,121446480.87,NTN-B 2035-05
371,525644.29,2023-05-15,0.0,200.0,84050,6.459,Venda,2015-07-14,220902014.67,NTN-B 10 anos,750000,NTN-B,0,2015-07-15,221427658.96,NTN-B 2023-05
371,233523659.21,2019-05-15,0.0,88143.0,665950,6.58,Venda,2015-07-14,1764349759.48,NTN-B 05 anos,750000,NTN-B,0,2015-07-15,1997873418.69,NTN-B 2019-05
374,0.0,2017-01-01,0.0,0.0,261500,13.59,Troca,2015-07-15,251003410.75,,1000000,NTN-F,0,2015-07-16,251003410.75,NTN-F 2017-01
377,118911666.75,2017-10-01,0.0,156143.0,1500000,13.1689,Venda,2015-07-16,1142334271.52,LTN 24 meses,1500000,LTN,0,2015-07-17,1261245938.27,LTN 2017-10
377,0.0,2019-07-01,0.0,0.0,4000000,12.7799,Venda,2015-07-16,2495637983.7,LTN 48 meses,4000000,LTN,0,2015-07-17,2495637983.7,LTN 2019-07
377,63465758.65,2016-04-01,0.0,69624.0,4000000,14.0999,Venda,2015-07-16,3646200085.55,LTN 06 meses,4000000,LTN,0,2015-07-17,3709665844.2,LTN 2016-04
387,0.0,2021-01-01,0.0,0.0,150000,12.8647,Venda,2015-07-23,135463992.55,NTN-F 07 anos,150000,NTN-F,0,2015-07-24,135463992.55,NTN-F 2021-01
387,0.0,2025-01-01,0.0,0.0,50000,12.8129,Venda,2015-07-23,43137200.0,NTN-F 10 anos,150000,NTN-F,0,2015-07-24,43137200.0,NTN-F 2025-01
386,0.0,2016-10-01,0.0,0.0,330000,13.783,Venda,2015-07-23,282994077.82,LTN 12 meses,500000,LTN,0,2015-07-24,282994077.82,LTN 2016-10
386,0.0,2017-10-01,0.0,0.0,500000,13.173,Venda,2015-07-23,381748033.72,LTN 24 meses,500000,LTN,0,2015-07-24,381748033.72,LTN 2017-10
386,0.0,2019-07-01,0.0,0.0,1000000,12.942,Venda,2015-07-23,621850391.71,LTN 48 meses,1000000,LTN,0,2015-07-24,621850391.71,LTN 2019-07
390,0.0,2023-05-15,0.0,0.0,103000,6.75,Venda,2015-07-28,267533115.05,NTN-B 10 anos,300000,NTN-B,0,2015-07-29,267533115.05,NTN-B 2023-05
390,0.0,2035-05-15,0.0,0.0,55900,6.619,Venda,2015-07-28,141923550.96,NTN-B 20 anos,100000,NTN-B,0,2015-07-29,141923550.96,NTN-B 2035-05
390,0.0,2019-05-15,0.0,0.0,197000,6.88,Venda,2015-07-28,519695534.33,NTN-B 05 anos,300000,NTN-B,0,2015-07-29,519695534.33,NTN-B 2019-05
390,0.0,2055-05-15,0.0,0.0,44100,6.48,Venda,2015-07-28,111931916.12,NTN-B 40 anos,100000,NTN-B,0,2015-07-29,111931916.12,NTN-B 2055-05
396,333622658.92,2019-07-01,10079986339.8,536180.0,3000000,12.9946,Venda,2015-07-30,1866664136.2,LTN 48 meses,3000000,LTN,16200000,2015-07-31,2200286795.12,LTN 2019-07
396,0.0,2016-04-01,0.0,0.0,5000000,14.165,Venda,2015-07-30,4579904948.91,LTN 06 meses,5000000,LTN,0,2015-07-31,4579904948.91,LTN 2016-04
396,205152371.75,2017-10-01,0.0,268090.0,1500000,13.18,Venda,2015-07-30,1147855412.33,LTN 24 meses,1500000,LTN,0,2015-07-31,1353007784.08,LTN 2017-10
412,0.0,2019-07-01,0.0,0.0,973500,13.66,Venda,2015-08-06,593766397.67,LTN 48 meses,1000000,LTN,0,2015-08-07,593766397.67,LTN 2019-07
413,0.0,2025-01-01,0.0,0.0,150000,13.6099,Venda,2015-08-06,124777223.86,NTN-F 10 anos,150000,NTN-F,0,2015-08-07,124777223.86,NTN-F 2025-01
412,0.0,2016-10-01,0.0,0.0,1000000,14.273,Venda,2015-08-06,857756166.12,LTN 12 meses,1000000,LTN,0,2015-08-07,857756166.12,LTN 2016-10
413,0.0,2021-01-01,0.0,0.0,150000,13.5449,Venda,2015-08-06,132741712.8,NTN-F 07 anos,150000,NTN-F,0,2015-08-07,132741712.8,NTN-F 2021-01
412,0.0,2017-10-01,0.0,0.0,362600,13.792,Venda,2015-08-06,274935657.32,LTN 24 meses,500000,LTN,0,2015-08-07,274935657.32,LTN 2017-10
416,43457939.83,2055-05-15,3406366710.8885527,17861.0,133500,6.83,Venda,2015-08-11,324821397.01,NTN-B 40 anos,150000,NTN-B,1400000,2015-08-12,368279336.84,NTN-B 2055-05
416,150010978.4,2023-05-15,3566897703.373939,58879.0,397750,7.18,Venda,2015-08-11,1013381114.99,NTN-B 10 anos,750000,NTN-B,1400000,2015-08-12,1163392093.39,NTN-B 2023-05
416,94697245.18,2019-05-15,0.0,35979.0,302350,7.13,Venda,2015-08-11,795789546.24,NTN-B 05 anos,750000,NTN-B,0,2015-08-12,890486791.4200001,NTN-B 2019-05
416,1465503.66,2035-05-15,3454049072.269446,594.0,16500,6.94,Venda,2015-08-11,40708435.47,NTN-B 20 anos,150000,NTN-B,1400000,2015-08-12,42173939.13,NTN-B 2035-05
428,402018223.86,2019-07-01,0.0,657737.0,3500000,13.6976,Venda,2015-08-13,2138157760.83,LTN 48 meses,3500000,LTN,0,2015-08-14,2540175984.69,LTN 2019-07
428,286021429.31,2017-10-01,0.0,375998.0,1620450,13.7847,Venda,2015-08-13,1232043715.06,LTN 24 meses,2000000,LTN,0,2015-08-14,1518065144.37,LTN 2017-10
428,1384230846.18,2016-04-01,0.0,1503998.0,8000000,14.365,Venda,2015-08-13,7359021855.69,LTN 06 meses,8000000,LTN,0,2015-08-14,8743252701.869999,LTN 2016-04
429,0.0,2021-09-01,12682641519.639864,0.0,4000000,-0.0029,Venda,2015-08-13,28183646322.99,LFT 6 anos,4000000,LFT,1800000,2015-08-14,28183646322.99,LFT 2021-09
441,0.0,2019-07-01,0.0,0.0,2500000,13.703,Venda,2015-08-20,1530217318.39,LTN 48 meses,2500000,LTN,0,2015-08-21,1530217318.39,LTN 2019-07
442,0.0,2021-01-01,0.0,0.0,1500000,13.67,Venda,2015-08-20,1328201822.7,NTN-F 07 anos,1500000,NTN-F,0,2015-08-21,1328201822.7,NTN-F 2021-01
442,0.0,2025-01-01,0.0,0.0,750000,13.8309,Venda,2015-08-20,619844838.79,NTN-F 10 anos,750000,NTN-F,0,2015-08-21,619844838.79,NTN-F 2025-01
441,0.0,2017-10-01,0.0,0.0,1500000,13.6044,Venda,2015-08-20,1147176705.08,LTN 24 meses,1500000,LTN,0,2015-08-21,1147176705.08,LTN 2017-10
441,0.0,2016-10-01,0.0,0.0,2000000,13.9584,Venda,2015-08-20,1729910732.84,LTN 12 meses,2000000,LTN,0,2015-08-21,1729910732.84,LTN 2016-10
453,0.0,2055-05-15,0.0,0.0,172650,6.95,Venda,2015-08-25,415127538.68,NTN-B 40 anos,300000,NTN-B,0,2015-08-26,415127538.68,NTN-B 2055-05
453,10276263.05,2023-05-15,0.0,4021.0,331850,7.199,Venda,2015-08-25,848091991.53,NTN-B 10 anos,500000,NTN-B,0,2015-08-26,858368254.5799999,NTN-B 2023-05
453,5269635.05,2019-05-15,0.0,2000.0,168150,7.23,Venda,2015-08-25,443044566.96,NTN-B 05 anos,500000,NTN-B,0,2015-08-26,448314202.01,NTN-B 2019-05
453,999874.9,2035-05-15,0.0,410.0,127350,7.09,Venda,2015-08-25,310570899.74,NTN-B 20 anos,300000,NTN-B,0,2015-08-26,311570774.64,NTN-B 2035-05
464,55568810.11,2019-07-01,0.0,90996.0,3000000,13.862,Venda,2015-08-27,1831075468.33,LTN 48 meses,3000000,LTN,0,2015-08-28,1886644278.44,LTN 2019-07
464,0.0,2017-10-01,0.0,0.0,3000000,13.803,Venda,2015-08-27,2291733604.2,LTN 24 meses,3000000,LTN,0,2015-08-28,2291733604.2,LTN 2017-10
464,0.0,2016-04-01,0.0,0.0,6000000,14.2849,Venda,2015-08-27,5550751831.71,LTN 06 meses,6000000,LTN,0,2015-08-28,5550751831.71,LTN 2016-04
495,4460983.13,2019-05-15,8134733951.238802,1700.0,213250,7.48,Venda,2015-09-08,559590972.54,NTN-B 05 anos,300000,NTN-B,3100000,2015-09-09,564051955.67,NTN-B 2019-05
495,0.0,2023-05-15,8118997028.425604,0.0,86750,7.5,Venda,2015-09-08,218733848.45,NTN-B 10 anos,300000,NTN-B,3220000,2015-09-09,218733848.45,NTN-B 2023-05
496,0.0,2040-08-15,0.0,0.0,0,0.0,Compra,2015-09-08,0.0,,500000,NTN-B,0,2015-09-09,0.0,NTN-B 2040-08
496,0.0,2055-05-15,0.0,0.0,0,0.0,Compra,2015-09-08,0.0,NTN-B 40 anos,500000,NTN-B,0,2015-09-09,0.0,NTN-B 2055-05
496,0.0,2035-05-15,0.0,0.0,0,0.0,Compra,2015-09-08,0.0,NTN-B 20 anos,500000,NTN-B,0,2015-09-09,0.0,NTN-B 2035-05
504,355791856.1,2021-09-01,16224108639.809856,50000.0,4000000,0.0,Venda,2015-09-10,28463338454.84,LFT 6 anos,4000000,LFT,2280000,2015-09-11,28819130310.94,LFT 2021-09
512,0.0,2025-01-01,0.0,0.0,0,0.0,Compra,2015-09-17,0.0,NTN-F 10 anos,500000,NTN-F,0,2015-09-18,0.0,NTN-F 2025-01
513,0.0,2017-10-01,0.0,0.0,1500000,15.301,Venda,2015-09-17,1124077248.77,LTN 24 meses,1500000,LTN,0,2015-09-18,1124077248.77,LTN 2017-10
514,0.0,2021-01-01,0.0,0.0,150000,15.3599,Venda,2015-09-17,126346465.85,NTN-F 07 anos,150000,NTN-F,0,2015-09-18,126346465.85,NTN-F 2021-01
513,0.0,2019-07-01,0.0,0.0,1000000,15.3889,Venda,2015-09-17,584722178.86,LTN 48 meses,1000000,LTN,0,2015-09-18,584722178.86,LTN 2019-07
513,0.0,2016-10-01,0.0,0.0,4000000,15.21,Venda,2015-09-17,3454648436.25,LTN 12 meses,4000000,LTN,0,2015-09-18,3454648436.25,LTN 2016-10
512,0.0,2023-01-01,0.0,0.0,0,0.0,Compra,2015-09-17,0.0,,500000,NTN-F,0,2015-09-18,0.0,NTN-F 2023-01
521,0.0,2025-01-01,0.0,0.0,650000,16.02,Compra,2015-09-21,486192751.3,NTN-F 10 anos,1000000,NTN-F,0,2015-09-22,486192751.3,NTN-F 2025-01
520,0.0,2017-01-01,0.0,0.0,0,0.0,Venda,2015-09-21,0.0,,150000,NTN-F,0,2015-09-22,0.0,NTN-F 2017-01
521,0.0,2021-01-01,0.0,0.0,50000,15.9997,Compra,2015-09-21,41237018.05,NTN-F 07 anos,1000000,NTN-F,0,2015-09-22,41237018.05,NTN-F 2021-01
533,0.0,2055-05-15,0.0,0.0,59000,7.59,Compra,2015-09-22,131824042.37,NTN-B 40 anos,1000000,NTN-B,0,2015-09-23,131824042.37,NTN-B 2055-05
532,0.0,2023-05-15,0.0,0.0,50950,7.83,Venda,2015-09-22,126972284.37,NTN-B 10 anos,300000,NTN-B,0,2015-09-23,126972284.37,NTN-B 2023-05
533,0.0,2035-05-15,0.0,0.0,12500,7.67,Compra,2015-09-22,28958056.29,NTN-B 20 anos,1000000,NTN-B,0,2015-09-23,28958056.29,NTN-B 2035-05
532,0.0,2019-05-15,0.0,0.0,226400,7.77,Venda,2015-09-22,591831299.07,NTN-B 05 anos,300000,NTN-B,0,2015-09-23,591831299.07,NTN-B 2019-05
536,0.0,2025-01-01,0.0,0.0,16000,16.9,Compra,2015-09-24,11523756.48,NTN-F 10 anos,1000000,NTN-F,0,2015-09-25,11523756.48,NTN-F 2025-01
536,0.0,2021-01-01,0.0,0.0,860000,16.9,Compra,2015-09-24,688567990.06,NTN-F 07 anos,1000000,NTN-F,0,2015-09-25,688567990.06,NTN-F 2021-01
536,0.0,2017-01-01,0.0,0.0,0,0.0,Compra,2015-09-24,0.0,,1000000,NTN-F,0,2015-09-25,0.0,NTN-F 2017-01
546,0.0,2025-01-01,0.0,0.0,35000,15.95,Venda,2015-09-25,26382820.17,NTN-F 10 anos,150000,NTN-F,0,2015-09-28,26382820.17,NTN-F 2025-01
546,0.0,2017-01-01,0.0,0.0,0,0.0,Venda,2015-09-25,0.0,,150000,NTN-F,0,2015-09-28,0.0,NTN-F 2017-01
545,0.0,2021-01-01,0.0,0.0,0,0.0,Compra,2015-09-25,0.0,NTN-F 07 anos,1000000,NTN-F,0,2015-09-28,0.0,NTN-F 2021-01
550,0.0,2025-01-01,0.0,0.0,0,0.0,Compra,2015-09-28,0.0,NTN-F 10 anos,1000000,NTN-F,0,2015-09-29,0.0,NTN-F 2025-01
551,0.0,2017-01-01,0.0,0.0,0,0.0,Venda,2015-09-28,0.0,,150000,NTN-F,0,2015-09-29,0.0,NTN-F 2017-01
550,0.0,2021-01-01,0.0,0.0,0,0.0,Compra,2015-09-28,0.0,NTN-F 07 anos,1000000,NTN-F,0,2015-09-29,0.0,NTN-F 2021-01
556,1556008455.26,2021-09-01,0.0,217204.0,5000000,0.0,Venda,2015-09-29,35819045731.48,LFT 6 anos,5000000,LFT,0,2015-09-30,37375054186.740005,LFT 2021-09
558,0.0,2018-01-01,0.0,0.0,0,0.0,Compra,2015-09-29,0.0,,1000000,NTN-F,0,2015-09-30,0.0,NTN-F 2018-01
558,0.0,2025-01-01,0.0,0.0,250000,16.35,Compra,2015-09-29,185114646.0,NTN-F 10 anos,1000000,NTN-F,0,2015-09-30,185114646.0,NTN-F 2025-01
558,0.0,2021-01-01,0.0,0.0,200000,16.39,Compra,2015-09-29,163346690.0,NTN-F 07 anos,1000000,NTN-F,0,2015-09-30,163346690.0,NTN-F 2021-01
561,0.0,2025-01-01,0.0,0.0,0,0.0,Venda,2015-09-30,0.0,NTN-F 10 anos,150000,NTN-F,0,2015-10-01,0.0,NTN-F 2025-01
561,0.0,2018-01-01,0.0,0.0,55000,15.91,Venda,2015-09-30,50780151.01,,150000,NTN-F,0,2015-10-01,50780151.01,NTN-F 2018-01
562,0.0,2021-01-01,0.0,0.0,0,0.0,Compra,2015-09-30,0.0,NTN-F 07 anos,1000000,NTN-F,0,2015-10-01,0.0,NTN-F 2021-01
565,0.0,2025-01-01,0.0,0.0,25000,15.4799,Venda,2015-10-01,19320575.0,NTN-F 10 anos,150000,NTN-F,0,2015-10-02,19320575.0,NTN-F 2025-01
564,0.0,2018-01-01,0.0,0.0,0,0.0,Compra,2015-10-01,0.0,,1000000,NTN-F,0,2015-10-02,0.0,NTN-F 2018-01
565,0.0,2021-01-01,0.0,0.0,5000,15.5499,Venda,2015-10-01,4207392.36,NTN-F 07 anos,150000,NTN-F,0,2015-10-02,4207392.36,NTN-F 2021-01
572,0.0,2017-01-01,0.0,0.0,0,0.0,Compra,2015-10-02,0.0,,1000000,NTN-F,0,2015-10-05,0.0,NTN-F 2017-01
572,0.0,2025-01-01,0.0,0.0,200000,15.43,Compra,2015-10-02,155026958.0,NTN-F 10 anos,1000000,NTN-F,0,2015-10-05,155026958.0,NTN-F 2025-01
572,0.0,2021-01-01,0.0,0.0,0,0.0,Compra,2015-10-02,0.0,NTN-F 07 anos,1000000,NTN-F,0,2015-10-05,0.0,NTN-F 2021-01
574,0.0,2023-05-15,0.0,0.0,45700,7.23,Venda,2015-10-06,118129857.33,NTN-B 10 anos,500000,NTN-B,0,2015-10-07,118129857.33,NTN-B 2023-05
574,223927424.72,2019-05-15,0.0,83604.0,254500,7.12,Venda,2015-10-06,681660322.5,NTN-B 05 anos,500000,NTN-B,0,2015-10-07,905587747.22,NTN-B 2019-05
574,21570059.18,2035-05-15,0.0,8857.0,52100,7.23,Venda,2015-10-06,126882701.24,NTN-B 20 anos,150000,NTN-B,0,2015-10-07,148452760.42,NTN-B 2035-05
574,40964055.1,2055-05-15,0.0,17436.0,97900,7.23,Venda,2015-10-06,230005792.51,NTN-B 40 anos,150000,NTN-B,0,2015-10-07,270969847.61,NTN-B 2055-05
580,0.0,2017-10-01,0.0,0.0,1000000,15.789,Venda,2015-10-08,749556057.26,LTN 24 meses,1000000,LTN,0,2015-10-09,749556057.26,LTN 2017-10
580,0.0,2019-07-01,0.0,0.0,1000000,15.7549,Venda,2015-10-08,583059820.6,LTN 48 meses,1000000,LTN,0,2015-10-09,583059820.6,LTN 2019-07
580,559718719.51,2016-04-01,0.0,597000.0,3000000,14.903,Venda,2015-10-08,2811107038.77,LTN 06 meses,3000000,LTN,0,2015-10-09,3370825758.28,LTN 2016-04
581,91512818.54,2021-09-01,0.0,12727.0,1000000,-0.0016,Venda,2015-10-08,7190443480.73,LFT 6 anos,1000000,LFT,0,2015-10-09,7281956299.269999,LFT 2021-09
605,5793175.47,2025-01-01,0.0,7620.0,50000,15.9499,Venda,2015-10-15,37990484.6,NTN-F 10 anos,50000,NTN-F,0,2015-10-16,43783660.07,NTN-F 2025-01
604,34815571.08,2019-07-01,0.0,60000.0,1000000,16.0,Venda,2015-10-15,579917296.11,LTN 48 meses,1000000,LTN,0,2015-10-16,614732867.19,LTN 2019-07
604,127490678.55,2017-10-01,0.0,170000.0,700000,15.925,Venda,2015-10-15,524653534.3,LTN 24 meses,1000000,LTN,0,2015-10-16,652144212.85,LTN 2017-10
604,327202471.12,2016-10-01,0.0,375000.0,3000000,15.33,Venda,2015-10-15,2616137611.03,LTN 12 meses,3000000,LTN,0,2015-10-16,2943340082.15,LTN 2016-10
605,7126973.31,2021-01-01,0.0,8500.0,50000,15.8249,Venda,2015-10-15,41898797.55,NTN-F 07 anos,50000,NTN-F,0,2015-10-16,49025770.86,NTN-F 2021-01
611,22227082.55,2023-05-15,0.0,8681.0,103350,7.5019,Venda,2015-10-20,264620318.2,NTN-B 10 anos,500000,NTN-B,0,2015-10-21,286847400.75,NTN-B 2023-05
611,0.0,2019-05-15,0.0,0.0,396650,7.229,Venda,2015-10-20,1064860830.88,NTN-B 05 anos,500000,NTN-B,0,2015-10-21,1064860830.88,NTN-B 2019-05
611,0.0,2055-05-15,0.0,0.0,21500,7.2699,Venda,2015-10-20,50537958.08,NTN-B 40 anos,150000,NTN-B,0,2015-10-21,50537958.08,NTN-B 2055-05
611,0.0,2035-05-15,0.0,0.0,128500,7.42,Venda,2015-10-20,308681049.66,NTN-B 20 anos,150000,NTN-B,0,2015-10-21,308681049.66,NTN-B 2035-05
620,0.0,2017-10-01,0.0,0.0,2000000,15.6699,Venda,2015-10-22,1509780046.24,LTN 24 meses,2000000,LTN,0,2015-10-23,1509780046.24,LTN 2017-10
620,0.0,2016-04-01,0.0,0.0,4000000,14.56,Venda,2015-10-22,3771685416.48,LTN 06 meses,4000000,LTN,0,2015-10-23,3771685416.48,LTN 2016-04
620,0.0,2019-07-01,0.0,0.0,2000000,15.87,Venda,2015-10-22,1167962828.8,LTN 48 meses,2000000,LTN,0,2015-10-23,1167962828.8,LTN 2019-07
630,0.0,2021-01-01,0.0,0.0,500000,15.8349,Venda,2015-10-29,421423618.5,NTN-F 07 anos,500000,NTN-F,0,2015-10-30,421423618.5,NTN-F 2021-01
629,0.0,2016-10-01,0.0,0.0,4000000,15.27,Venda,2015-10-29,3509884115.08,LTN 12 meses,4000000,LTN,0,2015-10-30,3509884115.08,LTN 2016-10
629,12851797.66,2017-10-01,0.0,17000.0,2000000,15.795,Venda,2015-10-29,1511097099.56,LTN 24 meses,2000000,LTN,0,2015-10-30,1523948897.22,LTN 2017-10
630,0.0,2025-01-01,0.0,0.0,300000,15.84,Venda,2015-10-29,230514768.1,NTN-F 10 anos,300000,NTN-F,0,2015-10-30,230514768.1,NTN-F 2025-01
629,0.0,2019-07-01,0.0,0.0,1500000,15.98,Venda,2015-10-29,875706336.8,LTN 48 meses,1500000,LTN,0,2015-10-30,875706336.8,LTN 2019-07
642,102191430.78,2023-05-15,0.0,39509.0,210950,7.43,Venda,2015-11-03,545629662.2,NTN-B 10 anos,750000,NTN-B,0,2015-11-04,647821092.98,NTN-B 2023-05
642,39349167.35,2035-05-15,0.0,15839.0,88000,7.149,Venda,2015-11-03,218620287.24,NTN-B 20 anos,150000,NTN-B,0,2015-11-04,257969454.59,NTN-B 2035-05
642,252034213.93,2019-05-15,0.0,92771.0,342000,7.03,Venda,2015-11-03,929123337.84,NTN-B 05 anos,750000,NTN-B,0,2015-11-04,1181157551.77,NTN-B 2019-05
642,15274431.85,2055-05-15,0.0,6200.0,62000,6.95,Venda,2015-11-03,152744318.58,NTN-B 40 anos,150000,NTN-B,0,2015-11-04,168018750.43,NTN-B 2055-05
653,281848481.8,2017-10-01,0.0,371038.0,3000000,15.641,Venda,2015-11-05,2277550574.75,LTN 24 meses,3000000,LTN,0,2015-11-06,2559399056.55,LTN 2017-10
654,0.0,2021-09-01,0.0,0.0,1000000,-0.0024,Venda,2015-11-05,7259326289.56,LFT 6 anos,1000000,LFT,0,2015-11-06,7259326289.56,LFT 2021-09
653,0.0,2019-07-01,0.0,0.0,2000000,15.6759,Venda,2015-11-05,1181129943.9,LTN 48 meses,2000000,LTN,0,2015-11-06,1181129943.9,LTN 2019-07
653,0.0,2016-04-01,0.0,0.0,4000000,14.593,Venda,2015-11-05,3790292554.53,LTN 06 meses,4000000,LTN,0,2015-11-06,3790292554.53,LTN 2016-04
